,CustomerID,Gender,MaritalStatus,PaymentMethod,SpendingTarget,EstimatedIncome,CreditAmount,TermLoanMonths,YearlyInterestRate,MonthlyCharges,TotalAmountPayments,CurrentLoans,SustainabilityIndicator,EmploymentStatus,ExistingCustomer,Nationality,BKR_Registration,DefaultInd
178,5947-SGKCL,Female,Single,Bank transfer,Outstanding loan,43000.00,5530.00,44,9.0%,148.02,6513.07,0,No,Employed,No,Dutch,No,0
179,3712-PKXZA,Male,Married,Bank transfer,Study loan debt,56000.00,23280.00,43,8.6%,631.02,27133.67,0,No,Self-Employed,No,Dutch,No,0
180,6317-YPKDH,Female,Divorced,Bank transfer,Outstanding loan,38000.00,9260.00,47,9.9%,238.48,11208.69,0,No,Self-Employed,No,Dutch,No,1
181,6582-OIVSP,Female,Divorced,Bank transfer,Study,81000.00,35000.00,59,9.6%,746.52,44044.64,0,No,Employed,No,Dutch,No,0
182,9367-WXLCH,Male,Registered partnership,Electronic check,Outstanding loan,71000.00,36000.00,109,9.7%,498.12,54295.13,0,No,Employed,No,Dutch,No,0
183,5524-KHNJP,Male,Married,Credit card,Study,43000.00,18530.00,25,9.9%,823.30,20582.61,0,No,Employed,No,Dutch,No,0
184,1918-ZBFQJ,Female,Registered partnership,Electronic check,Outstanding loan,24000.00,7780.00,67,8.4%,145.87,9773.20,2,No,Employed,Yes,Dutch,No,0
185,1024-GUALD,Female,Married,Bank transfer,Study,32000.00,20480.00,72,9.4%,373.24,26873.41,1,No,Freelancer,Yes,Dutch,No,1
186,4827-USJHP,Male,Registered partnership,Electronic check,Outstanding loan,66000.00,9950.00,25,9.3%,439.34,10983.40,3,No,Employed,Yes,Dutch,No,0
187,8167-GJLRN,Male,Registered partnership,Bank transfer,Study loan debt,69000.00,7810.00,69,8.5%,143.49,9900.51,1,No,Employed,Yes,Dutch,No,0
188,0956-SYCWG,,Single,Bank transfer,Study,49000.00,13690.00,38,9.9%,421.15,16003.78,0,No,Self-Employed,No,Dutch,No,1
189,8017-UVSZU,Female,Married,Bank transfer,Car,38000.00,16280.00,89,9.6%,256.41,22820.06,1,Yes,Employed,Yes,Dutch,No,0
190,7100-FQPRV,Male,Registered partnership,Bank transfer,Renovation,53000.00,9530.00,75,9.8%,170.43,12782.33,1,Yes,Employed,Yes,Dutch,No,0
191,2472-OVKUP,Male,Married,Electronic check,Other,66000.00,25520.00,73,9.2%,457.80,33419.22,0,Yes,Employed,No,Dutch,No,0
192,2984-RGEYA,Female,Registered partnership,Mailed check,Renovation,41000.00,12950.00,94,9.8%,197.88,18600.75,0,Yes,Self-Employed,No,Dutch,No,0
193,9680-NIAUV,Female,Single,Credit card,Outstanding loan,69000.00,16550.00,69,8.8%,306.49,21148.11,1,No,Employed,Yes,Dutch,No,0
194,2146-EGVDT,Male,Divorced,Mailed check,,44000.00,26360.00,94,9.5%,398.65,37473.06,0,No,Employed,No,Dutch,No,1
195,2604-IJPDU,Female,Registered partnership,Electronic check,Other,86000.00,35000.00,82,9.8%,587.26,48155.01,0,Yes,Employed,No,Dutch,No,0
196,9178-JHUVJ,Male,Registered partnership,Bank transfer,Outstanding loan,45000.00,29900.00,59,9.6%,637.74,37626.71,0,No,Employed,No,Dutch,No,0
197,6168-YBYNP,Male,Registered partnership,Bank transfer,Outstanding loan,72000.00,12000.00,98,9.7%,177.76,17420.05,0,No,Freelancer,No,Dutch,No,0
198,7255-SSFBC,Male,Married,Bank transfer,Renovation,46000.00,13660.00,107,9.8%,191.95,20538.93,0,Yes,Self-Employed,No,Dutch,No,0
199,3645-DEYGF,Male,Divorced,Credit card,Car,86000.00,15000.00,91,9.2%,229.57,20891.21,0,Yes,Employed,No,Dutch,No,0
200,9323-HGFWY,Female,Single,Mailed check,Outstanding loan,24000.00,9430.00,27,9.0%,387.12,10452.19,3,No,Self-Employed,Yes,Dutch,No,0
201,8544-GOQSH,Female,Single,Electronic check,Study loan debt,85000.00,12000.00,17,8.9%,753.93,12816.78,0,No,Employed,No,Dutch,No,1
202,3363-DTIVD,Male,Married,Electronic check,Outstanding loan,35000.00,12940.00,17,9.8%,818.34,13911.71,0,No,Employed,No,Dutch,No,0
203,7018-WBJNK,Male,Married,Electronic check,Study loan debt,89000.00,26000.00,107,9.9%,366.76,39243.03,1,No,Employed,Yes,DUTCH,No,0
204,9142-KZXOP,Male,Divorced,Bank transfer,Study loan debt,24000.00,28690.00,96,9.7%,430.81,41357.36,2,No,Employed,Yes,Dutch,No,0
205,7674-YTAFD,Female,Registered partnership,Bank transfer,Study loan debt,86000.00,7000.00,46,9.8%,183.16,8425.18,0,No,Employed,No,Dutch,No,0
206,6348-SNFUS,Male,Registered partnership,Bank transfer,Other,69000.00,22300.00,86,9.6%,359.65,30929.63,0,Yes,Employed,No,Dutch,No,0
207,1285-OKIPP,Male,Married,Bank transfer,Study,73000.00,5000.00,96,9.5%,74.55,7157.23,0,No,Employed,No,Dutch,No,0
208,7825-ECJRF,Female,Married,Bank transfer,Study loan debt,33000.00,26150.00,57,8.7%,561.71,32017.69,0,No,Employed,No,Dutch,No,1
209,1347-KTTTA,Male,Married,Bank transfer,Renovation,32000.00,26330.00,99,9.9%,390.23,38632.83,0,Yes,Self-Employed,No,Dutch,No,0
210,7841-TZDMQ,Male,Married,Electronic check,Other,85000.00,7000.00,32,9.5%,248.49,7951.59,0,Yes,Freelancer,No,Dutch,No,0
211,4195-NZGTA,Female,Divorced,Bank transfer,Outstanding loan,33000.00,20140.00,61,8.5%,407.76,24873.60,0,No,Employed,No,Dutch,No,0
212,7157-SMCFK,Male,Single,Mailed check,Study loan debt,47000.00,24460.00,20,9.4%,1326.08,26521.53,0,No,Freelancer,No,Dutch,No,0
213,4709-LKHYG,Female,Married,Credit card,Other,53000.00,25560.00,34,9.7%,862.81,29335.58,0,Yes,Freelancer,No,Dutch,No,0
214,2504-DSHIH,Male,Married,Bank transfer,Study,50000.00,19040.00,52,9.7%,449.94,23396.82,0,No,Employed,No,Dutch,No,0
215,0699-NDKJM,Female,Registered partnership,Bank transfer,Outstanding loan,42000.00,7590.00,20,8.4%,408.01,8160.18,0,No,Employed,No,DUTCH,No,0
216,9286-BHDQG,Male,Registered partnership,Electronic check,Study,73000.00,22000.00,80,9.8%,375.63,30050.30,0,No,Employed,No,Dutch,No,0
217,0230-WEQUW,Male,Single,Mailed check,Study loan debt,23000.00,27640.00,85,9.4%,446.58,37959.72,2,No,Self-Employed,Yes,Dutch,No,0
218,2040-LDIWQ,Male,Married,Bank transfer,Outstanding loan,47000.00,6910.00,43,8.3%,186.33,8012.13,0,No,Employed,No,Dutch,No,0
219,6496-JDSSB,Female,Registered partnership,Bank transfer,Study,56000.00,15150.00,72,9.6%,277.62,19988.65,0,No,Employed,No,Dutch,No,0
220,9408-SSNVZ,Female,Divorced,Bank transfer,Study loan debt,23000.00,18260.00,35,8.2%,588.36,20592.57,0,No,Employed,No,Dutch,No,1
221,4443-EMBNA,Female,Single,Mailed check,Renovation,46000.00,5010.00,39,9.3%,149.35,5824.46,0,Yes,Self-Employed,No,Dutch,No,0
222,6469-MRVET,Male,Divorced,Bank transfer,Renovation,77000.00,40000.00,68,9.5%,762.98,51882.42,2,Yes,Self-Employed,Yes,Dutch,No,0
223,0742-MOABM,Male,Single,Electronic check,Outstanding loan,29000.00,28060.00,87,9.7%,450.37,39182.34,2,No,Employed,Yes,Dutch,No,0
224,5961-VUSRV,Female,Widowed,Bank transfer,Other,72000.00,48000.00,92,9.8%,744.09,68455.86,0,Yes,Employed,No,Dutch,No,0
225,6778-JFCMK,Male,Married,Mailed check,Study loan debt,28000.00,19540.00,27,8.9%,801.25,21633.83,0,No,Freelancer,No,Dutch,No,0
226,6341-JVQGF,Female,Married,Mailed check,Other,28000.00,22900.00,111,9.3%,308.36,34228.34,0,Yes,Self-Employed,No,Dutch,No,0
227,2232-DMLXU,Female,Registered partnership,Mailed check,Study loan debt,87000.00,9000.00,118,9.5%,117.64,13882.03,0,No,Employed,No,Dutch,No,0
228,4811-JBUVU,Male,Married,Bank transfer,Study,50000.00,21290.00,62,8.3%,423.43,26252.63,0,No,Employed,No,Turkish,No,0
229,0945-TSONX,Female,Single,Bank transfer,Car,69000.00,19460.00,109,9.4%,266.12,29007.60,0,Yes,Self-Employed,No,Dutch,No,0
230,2651-ZCBXV,Male,Married,Electronic check,Study loan debt,25000.00,15950.00,110,9.6%,218.58,24044.04,0,No,Employed,No,Dutch,No,0
231,3316-UWXUY,Male,Married,Bank transfer,Car,43000.00,9190.00,51,8.7%,216.20,11026.36,0,Yes,Self-Employed,No,Dutch,No,0
232,8937-RDTHP,Male,Divorced,Bank transfer,Outstanding loan,39000.00,11060.00,115,9.9%,149.27,17166.32,0,No,Employed,No,Dutch,Yes,1
233,7083-MIOPC,Female,Married,Bank transfer,,78000.00,21000.00,95,9.6%,316.43,30061.18,1,No,Self-Employed,Yes,Dutch,No,0
234,1984-GPTEH,Female,Married,Electronic check,Study,78000.00,26000.00,59,8.2%,536.95,31679.94,0,No,Freelancer,No,Dutch,No,0
235,1251-KRREG,,Married,Bank transfer,Renovation,86000.00,40000.00,110,9.2%,539.58,59354.14,0,Yes,Employed,No,Dutch,No,0
236,0621-JFHOL,Female,Divorced,Electronic check,Study,50000.00,9410.00,19,8.5%,531.09,10090.65,0,No,Self-Employed,No,Dutch,No,0
237,9903-LYSAB,Male,Married,Electronic check,Car,84000.00,16000.00,72,9.4%,291.60,20994.85,1,Yes,Employed,Yes,Dutch,No,0
238,0094-OIFMO,Female,Registered partnership,Electronic check,Study,24000.00,23540.00,93,9.7%,361.04,33577.07,0,No,Employed,No,Dutch,No,0
239,9227-UAQFT,Male,Divorced,Bank transfer,Study,70000.00,13000.00,116,9.5%,171.71,19918.13,0,No,Self-Employed,No,Dutch,No,0
240,7301-ABVAD,Female,Married,Electronic check,,31000.00,8290.00,18,8.4%,491.79,8852.18,0,Yes,Self-Employed,No,Dutch,No,0
241,6614-FHDBO,Male,Registered partnership,Electronic check,Outstanding loan,68000.00,22400.00,42,9.8%,632.17,26551.24,1,No,Employed,Yes,Dutch,No,0
242,7576-ASEJU,Female,Single,Bank transfer,Study loan debt,58000.00,6110.00,50,9.9%,149.63,7481.40,0,No,Employed,No,Dutch,No,0
243,9058-HRZSV,Female,Divorced,Electronic check,Other,75000.00,16000.00,111,9.3%,215.45,23915.00,0,Yes,Employed,No,Dutch,No,0
244,4522-AKYLR,Female,Single,Electronic check,Outstanding loan,48000.00,20720.00,55,8.5%,456.18,25089.87,0,No,Employed,No,Dutch,No,0
245,0221-WMXNQ,Male,Married,Bank transfer,Study,60000.00,29160.00,111,9.6%,397.37,44107.63,0,No,Employed,No,Dutch,No,0
246,0303-UNCIP,Male,Divorced,Credit card,Study,72000.00,36000.00,109,9.9%,502.01,54719.11,0,No,Employed,No,Dutch,No,1
247,9947-OTFQU,Male,Registered partnership,Bank transfer,Outstanding loan,84000.00,32000.00,83,9.2%,522.56,43372.38,0,No,Self-Employed,No,Dutch,No,1
248,0322-YINQP,Male,Married,Bank transfer,Car,70000.00,22000.00,58,9.9%,478.80,27770.59,0,Yes,Freelancer,No,Dutch,Yes,1
249,0959-WHOKV,Male,Divorced,Electronic check,Study,62000.00,23420.00,65,9.2%,458.86,29825.99,0,No,Self-Employed,No,Dutch,No,1
250,4075-JFPGR,,Registered partnership,Bank transfer,Study,65000.00,26570.00,27,9.8%,1100.55,29714.82,1,No,Employed,Yes,Dutch,No,0
251,4629-NRXKX,Female,Single,Bank transfer,Study,74000.00,27000.00,48,8.3%,662.96,31821.97,0,No,Employed,No,Dutch,Yes,1
252,9514-JDSKI,Male,Married,Electronic check,Outstanding loan,48000.00,23250.00,69,9.8%,442.10,30505.02,0,No,Self-Employed,No,Dutch,No,0
253,3282-ZISZV,Male,Divorced,Bank transfer,,54000.00,12730.00,93,9.5%,193.92,18034.26,0,Yes,Employed,No,Dutch,No,0
254,3675-YDUPJ,Male,Single,Credit card,Renovation,50000.00,6220.00,107,9.3%,85.74,9174.13,0,Yes,Employed,No,Dutch,No,0
255,4111-BNXIF,,Single,Bank transfer,Outstanding loan,73000.00,12000.00,16,9.6%,802.02,12832.25,2,No,Employed,Yes,Dutch,Yes,0
256,7017-VFHAY,Female,Married,Bank transfer,Study loan debt,67000.00,24040.00,44,9.6%,650.31,28613.80,0,No,Employed,No,Dutch,No,0
257,6655-LHBYW,Male,Married,Bank transfer,Study,72000.00,36000.00,50,9.4%,872.96,43648.07,0,No,Self-Employed,No,Dutch,No,0
258,4959-JOSRX,Female,Married,Electronic check,Renovation,65000.00,11040.00,57,9.8%,243.02,13852.42,1,Yes,Employed,Yes,Dutch,No,0
259,5046-NUHWD,Female,Single,Electronic check,Study loan debt,58000.00,12300.00,79,9.4%,209.40,16542.48,0,No,Employed,No,Dutch,No,0
260,7273-TEFQD,Male,Married,Electronic check,Study,81000.00,12000.00,13,9.1%,972.82,12646.62,0,No,Employed,No,Dutch,No,0
261,3606-TWKGI,Male,Married,Electronic check,Study loan debt,66000.00,26710.00,70,8.8%,489.22,34245.24,2,No,Employed,Yes,Dutch,Yes,0
262,7529-ZDFXI,Male,Single,Bank transfer,Study loan debt,82000.00,7000.00,25,9.7%,310.37,7759.26,0,No,Self-Employed,No,Dutch,No,1
263,7605-BDWDC,Female,Married,Bank transfer,Car,84000.00,30000.00,22,9.1%,1485.70,32685.40,0,Yes,Employed,No,Dutch,No,0
264,1950-KSVVJ,Female,Married,Credit card,Outstanding loan,59000.00,13910.00,104,9.3%,195.31,20311.76,0,No,Self-Employed,No,Dutch,No,0
265,0123-CRBRT,Female,Registered partnership,Credit card,Outstanding loan,71000.00,37000.00,65,9.6%,732.22,47594.53,0,No,Employed,No,Dutch,No,0
266,6292-TOSSS,Male,Registered partnership,Credit card,Outstanding loan,49000.00,14710.00,12,9.5%,1289.82,15477.89,0,No,Employed,No,Portuguese,No,0
267,3197-ARFOY,Female,Married,Electronic check,Outstanding loan,56000.00,28640.00,69,8.3%,523.37,36112.86,0,No,Self-Employed,No,German,No,0
268,6323-AYBRX,Male,Divorced,Electronic check,Study loan debt,30000.00,8010.00,107,9.9%,112.99,12089.87,2,No,Employed,Yes,Dutch,No,0
269,7014-ZZXAW,Female,Registered partnership,Electronic check,Renovation,55000.00,22320.00,61,9.0%,457.31,27895.82,3,Yes,Employed,Yes,Dutch,No,0
270,4385-GZQXV,Female,Married,Credit card,,82000.00,38000.00,32,8.9%,1338.36,42827.62,1,No,Self-Employed,Yes,Dutch,No,0
271,7633-MVPUY,Male,Divorced,Credit card,Study loan debt,26000.00,7810.00,39,8.3%,229.17,8937.49,0,No,Employed,No,Dutch,No,1
272,6366-ZGQGL,Male,Registered partnership,Electronic check,Other,46000.00,8190.00,95,9.5%,122.98,11683.13,0,Yes,Employed,No,Dutch,No,0
273,4716-HHKQH,Male,Married,Bank transfer,Study loan debt,39000.00,24190.00,54,9.8%,555.77,30011.74,0,No,Employed,No,Dutch,No,0
274,5940-AHUHD,Male,Divorced,Bank transfer,Study loan debt,73000.00,9000.00,92,9.9%,139.99,12878.82,1,No,Self-Employed,Yes,Dutch,No,0
275,6432-TWQLB,Male,Registered partnership,Bank transfer,Other,77000.00,9000.00,33,8.4%,306.39,10110.81,0,Yes,Self-Employed,No,Dutch,No,0
276,4484-GLZOU,Female,Single,Bank transfer,Study loan debt,82000.00,13000.00,45,9.8%,346.38,15587.15,3,No,Employed,Yes,Dutch,No,0
277,3179-GBRWV,Male,Married,Bank transfer,Outstanding loan,24000.00,25070.00,92,9.2%,380.81,35034.30,0,No,Employed,No,Dutch,No,0
278,8645-KWHJO,Male,Married,Electronic check,,43000.00,10250.00,54,8.2%,227.63,12291.75,0,Yes,Self-Employed,No,Dutch,No,0
279,4130-MZLCC,Female,Single,Electronic check,Study,41000.00,18440.00,25,8.6%,808.28,20207.04,0,No,Self-Employed,No,Dutch,No,1
280,0314-TKOSI,Female,Single,Bank transfer,Outstanding loan,40000.00,7780.00,18,9.9%,466.89,8403.95,3,No,Employed,Yes,Dutch,No,0
281,8229-MYEJZ,Female,Divorced,Bank transfer,Study loan debt,80000.00,21000.00,63,8.7%,416.42,26234.43,0,,Employed,No,Dutch,No,0
282,2080-SRCDE,Female,Single,Bank transfer,Study,78000.00,41000.00,44,8.2%,1082.07,47610.95,3,No,Self-Employed,Yes,Thai,No,0
283,9577-WJVCQ,Female,Divorced,Bank transfer,Study,88000.00,41000.00,99,9.6%,601.14,59512.59,1,No,Self-Employed,Yes,Dutch,No,0
284,9512-UIBFX,Male,Single,Bank transfer,Study loan debt,68000.00,10970.00,115,9.4%,145.07,16683.21,0,No,Employed,No,Dutch,No,0
285,6202-DYYFX,Female,Divorced,Mailed check,Outstanding loan,77000.00,26000.00,117,9.8%,345.88,40468.51,0,No,Self-Employed,No,Dutch,No,0
286,3808-HFKDE,Female,Married,Bank transfer,Other,26000.00,10260.00,108,9.7%,142.79,15420.87,0,Yes,Employed,No,Dutch,No,0
287,5583-SXDAG,Male,Married,Mailed check,Study,34000.00,19820.00,18,9.9%,1189.42,21409.54,0,No,Employed,No,Dutch,No,0
288,3488-PGMQJ,Male,Married,Bank transfer,Outstanding loan,89000.00,19000.00,79,9.5%,324.42,25629.49,2,No,Freelancer,Yes,Dutch,No,0
289,3580-REOAC,Male,Divorced,Electronic check,Car,53000.00,9310.00,53,8.9%,213.08,11293.42,0,Yes,Self-Employed,No,Dutch,No,0
290,7534-BFESC,Male,Registered partnership,Bank transfer,Study loan debt,63000.00,18800.00,32,8.4%,657.80,21049.59,0,No,Self-Employed,No,Dutch,No,0
291,3727-OWVYD,Male,Single,Electronic check,Study loan debt,74000.00,39000.00,77,9.8%,684.32,52692.93,1,No,Employed,Yes,Dutch,No,0
292,2294-SALNE,Male,,Electronic check,Study loan debt,61000.00,21260.00,26,9.9%,911.88,23708.83,0,No,Employed,No,Dutch,No,0
293,4847-TAJYI,Female,Single,Electronic check,Other,60000.00,21880.00,69,9.2%,409.52,28256.99,0,Yes,Freelancer,No,Dutch,No,1
294,1563-IWQEX,Female,Divorced,Electronic check,Outstanding loan,73000.00,47000.00,79,9.2%,795.39,62835.77,3,No,Employed,Yes,Dutch,No,0
295,8203-XJZRC,Male,Registered partnership,Electronic check,Renovation,50000.00,29020.00,50,9.0%,698.16,349079.63,0,Yes,Freelancer,No,Dutch,No,0
296,6556-DBKZF,Female,Divorced,Credit card,Study,84000.00,37000.00,93,9.6%,565.55,52596.39,0,No,Employed,No,Dutch,No,1
297,6851-WEFYX,Male,Widowed,Mailed check,Study loan debt,32000.00,16840.00,30,8.3%,623.52,18705.49,0,No,Employed,No,Dutch,No,0
298,2985-JUUBZ,Male,Married,Electronic check,Study loan debt,44000.00,25440.00,114,9.9%,345.16,39348.74,0,No,Employed,No,Dutch,No,0
299,6390-DSAZX,Female,Single,Bank transfer,Study,56000.00,12650.00,116,9.3%,165.71,19222.69,0,No,Self-Employed,No,Dutch,No,1
300,0895-LMRSF,Male,Single,Mailed check,Other,51000.00,25520.00,83,9.3%,418.04,34697.25,0,Yes,Employed,No,Norwegian,No,0
301,8098-LLAZX,Female,Married,Mailed check,Outstanding loan,40000.00,20500.00,102,9.7%,295.86,30177.73,0,No,Employed,No,Dutch,No,0
302,8266-VBFQL,Male,Single,Electronic check,Study loan debt,40000.00,8930.00,94,9.7%,135.98,12782.58,0,No,Self-Employed,No,Dutch,No,0
303,8181-YHCMF,Female,Married,Electronic check,Study loan debt,69000.00,11300.00,74,9.6%,202.93,15016.76,0,No,Employed,No,Dutch,No,0
304,2240-HSJQD,Male,Single,Electronic check,Other,23000.00,13140.00,71,9.5%,242.64,17227.63,0,Yes,Self-Employed,No,Austrian,No,0
305,1248-DYXUB,Male,Married,Bank transfer,Study,79000.00,37000.00,70,8.8%,677.69,47438.19,3,No,Employed,Yes,Dutch,No,0
306,0265-EDXBD,Male,Single,Bank transfer,Study loan debt,49000.00,29400.00,112,9.5%,396.82,44444.29,0,No,Employed,No,Dutch,No,0
307,4115-BNPJY,Male,Married,Bank transfer,Study,70000.00,13000.00,48,8.8%,322.27,15469.07,0,No,Employed,No,Dutch,No,0
308,3167-SNQPL,Male,Married,Bank transfer,Other,86000.00,13000.00,51,9.2%,308.94,15755.84,0,Yes,Employed,No,Dutch,No,0
309,4091-TVOCN,Male,Divorced,Electronic check,Study loan debt,47000.00,14690.00,81,9.4%,245.62,19895.54,1,No,Freelancer,Yes,Dutch,No,0
310,1098-TDVUQ,Female,Registered partnership,Bank transfer,Outstanding loan,26000.00,26430.00,83,9.5%,435.64,36158.35,0,No,Employed,No,Dutch,No,0
311,7277-OZCGZ,Female,Married,Bank transfer,Renovation,82000.00,6000.00,93,9.3%,90.77,8442.01,0,Yes,Self-Employed,No,Dutch,No,0
312,1557-EMYVT,Female,Divorced,Electronic check,Outstanding loan,49000.00,12860.00,98,9.4%,188.46,18469.44,0,No,Self-Employed,No,Dutch,No,0
313,2799-ARNLO,Female,Widowed,Electronic check,Study loan debt,38000.00,15500.00,21,8.7%,798.38,16765.88,1,No,Self-Employed,Yes,Dutch,No,0
314,7563-BIUPC,Male,Married,Bank transfer,Renovation,55000.00,15230.00,119,9.7%,199.74,23768.58,1,Yes,Employed,Yes,British,No,0
315,5027-YOCXN,Male,Married,Bank transfer,Study,77000.00,42000.00,50,9.2%,1014.44,50721.90,1,No,Employed,Yes,Dutch,No,0
316,3973-SKMLN,Male,Widowed,Bank transfer,Renovation,84000.00,41000.00,94,9.4%,617.92,58084.13,0,Yes,Employed,No,Dutch,No,0
317,2321-OMBXY,Female,Single,Mailed check,Other,51000.00,119900.00,104,9.5%,169.62,17640.48,0,Yes,Employed,No,Dutch,No,0
318,2840-XANRC,Male,Single,Credit card,Study loan debt,84000.00,29000.00,58,8.4%,610.07,35384.27,3,No,Employed,Yes,Dutch,No,0
319,6745-JEFZB,Male,Married,Bank transfer,Car,47000.00,29900.00,62,8.8%,601.91,37318.22,0,Yes,Freelancer,No,Dutch,No,0
320,5020-ZSTTY,Female,Married,Mailed check,Outstanding loan,28000.00,16080.00,51,9.8%,386.77,19725.08,0,No,Self-Employed,No,Dutch,No,0
321,9880-TDQAC,Female,Registered partnership,Bank transfer,Study,52000.00,7080.00,57,8.7%,152.08,8668.65,2,No,Employed,Yes,Dutch,No,0
322,8705-WZCYL,Male,Single,Electronic check,Outstanding loan,24000.00,5570.00,39,9.1%,165.52,6455.14,0,No,Employed,No,Dutch,No,0
323,7102-JJVTX,Female,Widowed,Mailed check,Other,75000.00,40000.00,97,9.3%,588.13,57048.99,3,Yes,Self-Employed,Yes,Dutch,No,0
324,8626-PTQGE,Male,Registered partnership,Bank transfer,Study loan debt,61000.00,17530.00,108,9.4%,241.14,26043.11,0,No,Employed,No,Dutch,No,0
325,4983-CLMLV,Female,Single,Electronic check,Study loan debt,56000.00,7330.00,57,8.8%,157.80,8994.85,0,No,Employed,No,Dutch,No,1
326,5701-YVSVF,Female,Widowed,Bank transfer,Study loan debt,23000.00,26580.00,71,9.3%,488.18,34660.43,0,No,Employed,No,Dutch,No,1
327,5804-LEPIM,Female,Registered partnership,Electronic check,Study loan debt,25000.00,5400.00,81,9.7%,91.12,7380.41,0,No,Employed,No,Dutch,No,0
328,5697-GOMBF,Female,Single,Bank transfer,Study loan debt,49000.00,5580.00,34,9.3%,187.32,6368.88,0,No,Employed,No,Dutch,No,0
329,2739-CACDQ,Female,Widowed,Mailed check,Study loan debt,72000.00,47000.00,76,9.8%,832.51,63270.52,0,No,Employed,No,Dutch,No,0
330,9385-EHGDO,Female,Single,Mailed check,Study loan debt,30000.00,9710.00,15,9.6%,689.53,10342.99,0,No,Self-Employed,No,Dutch,No,0
331,9498-FIMXL,Female,Divorced,Bank transfer,,25000.00,12640.00,72,9.3%,229.73,16540.51,0,Yes,Freelancer,No,Dutch,No,0
332,2379-GYFLQ,Male,Single,Mailed check,Outstanding loan,35000.00,21860.00,56,9.1%,480.55,26910.70,0,No,Employed,No,Dutch,No,1
333,0122-OAHPZ,Female,Single,Bank transfer,Renovation,37000.00,13670.00,92,9.9%,212.62,19561.50,1,Yes,Employed,Yes,Dutch,No,0
334,2868-SNELZ,Female,Single,Bank transfer,Study loan debt,86000.00,7000.00,34,9.4%,235.32,8000.72,0,No,Employed,No,Dutch,No,0
335,4322-RCYMT,Male,Single,Bank transfer,Study loan debt,88000.00,33000.00,30,8.7%,1227.93,36837.75,0,No,Employed,No,Dutch,No,1
336,6680-NENYN,Female,Divorced,Bank transfer,Study loan debt,82000.00,39000.00,34,9.7%,1316.50,44760.86,0,No,Self-Employed,No,Dutch,No,1
337,2088-IEBAU,Female,Registered partnership,Bank transfer,Renovation,57000.00,11670.00,55,9.6%,263.11,14470.95,0,Yes,Employed,No,Dutch,No,0
338,7982-VCELR,Female,Divorced,Electronic check,Study loan debt,76000.00,44000.00,46,9.1%,1136.62,52284.56,1,No,Employed,Yes,Dutch,No,0
339,1343-EHPYB,Male,Single,Electronic check,Renovation,43000.00,24470.00,92,9.8%,379.33,34898.23,0,Yes,Employed,No,Dutch,No,0
340,6035-BXTTY,Female,Divorced,Bank transfer,Study,40000.00,11360.00,87,9.9%,183.51,15965.22,0,No,Employed,No,Thai,No,0
341,6885-PKOAM,Female,Married,Electronic check,Outstanding loan,33000.00,20340.00,108,9.5%,280.88,30335.30,0,No,Self-Employed,No,Dutch,No,0
342,7520-HQWJU,Female,Married,Bank transfer,Study loan debt,81000.00,38000.00,64,9.8%,764.74,48943.32,0,No,Employed,No,Dutch,No,0
343,9639-BUJXT,,Divorced,Bank transfer,Study,84000.00,14000.00,55,8.7%,309.57,17026.29,0,No,Self-Employed,No,British,No,0
344,5924-SNGKP,Female,Married,Credit card,Renovation,44000.00,23100.00,40,8.9%,669.52,26780.61,0,Yes,Employed,No,British,No,0
345,0021-IKXGC,Female,Widowed,Bank transfer,Study loan debt,76000.00,33000.00,42,9.6%,928.20,38984.48,3,No,Freelancer,Yes,Dutch,No,0
